"year","variable","ensemble","model","experiment","value","problem"
1913,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.901813129583995,NA
1914,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.825932968407869,NA
1915,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.0675723105669,NA
1916,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.80508412917455,NA
1917,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.12267642219861,NA
1918,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.05453370014826,NA
1919,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.13733398914337,NA
1920,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.4496430059274,NA
1921,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.755430817604065,NA
1922,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.51212485631307,NA
1923,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.466583587229252,NA
1924,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.37470101813475,NA
1925,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.50541146596273,NA
1926,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.28500328461329,NA
1927,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.798275897900263,NA
1928,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.51964006821315,NA
1929,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.21965097387632,NA
1930,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.40222892413537,NA
1931,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.24630823731422,NA
1932,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.14937961101532,NA
1933,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.47248965998491,NA
1934,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.970381826162338,NA
1935,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.67325021823247,NA
1936,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.38702812294165,NA
1937,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.44118271271388,NA
1938,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.81739302476247,NA
1939,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.86616728703181,NA
1940,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.43243816494942,NA
1941,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.707320585846901,NA
1942,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.554106861352921,NA
1943,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.12542429566383,NA
1944,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.62829389174779,NA
1945,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.89214911063512,NA
1946,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.37831042210261,NA
1947,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.609227250019709,NA
1948,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.80078507214785,NA
1949,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.39985791842143,NA
1950,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.474877238273621,NA
1951,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.689026013016701,NA
1952,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.10950781901677,NA
1953,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.92211866130431,NA
1954,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.43647422889868,NA
1955,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.49442167580128,NA
1956,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.42756778746843,NA
1957,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.53382996718089,NA
1958,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.48170592884223,NA
1959,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.06672328710556,NA
1960,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.21545735001564,NA
1961,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.815009782711665,NA
1962,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.58075995246569,NA
1963,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",-0.743254999319712,NA
1964,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.0678620139757792,NA
1965,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.63005536794662,NA
1966,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.73692576650258,NA
1967,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.25308056672414,NA
1968,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.800465181469917,NA
1969,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.812043964862823,NA
1970,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.85982674360275,NA
1971,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.56966332097848,NA
1972,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.62284338474274,NA
1973,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.75513253609339,NA
1974,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.36873417099317,NA
1975,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.18581410249074,NA
1976,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.2265929778417,NA
1977,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.27521539231141,NA
1978,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.87241113185883,NA
1979,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.42358083277941,NA
1980,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.80154688159625,NA
1981,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.88394318024317,NA
1982,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.844888915618261,NA
1983,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.26032031079133,NA
1984,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.4130830069383,NA
1985,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.79989742239316,NA
1986,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.2612329920133,NA
1987,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.86595345288515,NA
1988,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.76426345823954,NA
1989,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.02532979846001,NA
1990,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.31465274592241,NA
1991,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.351748913526535,NA
1992,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.731270660956701,NA
1993,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.88065433502197,NA
1994,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.68270994226138,NA
1995,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.27084026734034,NA
1996,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.97305053472519,NA
1997,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.44578060011069,NA
1998,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.73148892323176,NA
1999,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.83262541890144,NA
2000,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.74778278668722,NA
2001,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.31620119636258,NA
2002,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.12285393973192,NA
2003,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.67863516012828,NA
2004,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.40325213968754,NA
2005,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.01009175181389,NA
2006,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.9374615252018,NA
2007,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.71523169676463,NA
2008,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.74435593684514,NA
2009,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.71285092830658,NA
2010,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.03681862850984,NA
2011,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.68215850989024,NA
2012,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.65266524751981,NA
2013,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.61347575982412,NA
2014,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.50998306274414,NA
2015,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.05389431118965,NA
2016,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.07721297442913,NA
2017,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.82122790813446,NA
2018,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.68569519122442,NA
2019,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.14946266263723,NA
2020,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.94005846977234,NA
2021,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.12311514963706,NA
2022,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.81565156579018,NA
2023,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.00186101595561,NA
2024,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.11636995648344,NA
2025,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.84655660390854,NA
2026,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.93616398175557,NA
2027,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.07318164780736,NA
2028,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.80209157864253,NA
2029,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.6155860821406,NA
2030,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.86720867951711,NA
2031,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.57663555443287,NA
2032,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.26202082633972,NA
2033,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.35078484813372,NA
2034,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.73184414704641,NA
2035,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.07303129633268,NA
2036,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.07513367633025,NA
2037,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.39100740353266,NA
2038,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.21721229950587,NA
2039,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.56184687217077,NA
2040,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.74376173814138,NA
2041,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.12871867418289,NA
2042,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.10593016942342,NA
2043,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.57672708233198,NA
2044,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.80732766787211,NA
2045,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.06187113126119,NA
2046,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.28014116485914,NA
2047,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.75827134897312,NA
2048,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.3876685500145,NA
2049,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.40662078559399,NA
2050,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.96130156020323,NA
2051,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.53891647855441,NA
2052,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.91618783275286,NA
2053,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.70968493819237,NA
2054,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.42591645320257,NA
2055,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.79928893844287,NA
2056,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.4752550025781,NA
2057,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.36167073249817,NA
2058,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.97023708124956,NA
2059,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.92057939370473,NA
2060,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.19561567902565,NA
2061,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.35225130493442,NA
2062,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.81216622392337,NA
2063,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.88033856300171,NA
2064,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.09888396660487,NA
2065,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.01104245039945,NA
2066,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.91437246402105,NA
2067,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.95809511343638,NA
2068,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.92127486069997,NA
2069,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.61028118928274,NA
2070,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.17414364094535,NA
2071,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.96335354447365,NA
2072,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.08329734702905,NA
2073,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.22831370371083,NA
2074,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.42851062615712,NA
2075,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.14824249347051,NA
2076,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.17762075861295,NA
2077,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.72694183140993,NA
2078,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.03598574797312,NA
2079,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.23451219002406,NA
2080,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.76877564191818,NA
2081,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.65967437624931,NA
2082,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.56522020697594,NA
2083,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.32608119150003,NA
2084,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.14994120101134,NA
2085,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.34979480753342,NA
2086,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.80612206459045,NA
2087,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.37931245565414,NA
2088,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.0767043530941,NA
2089,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.78488242129485,NA
2090,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.01126519342264,NA
2091,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.45903095665077,NA
2092,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.75683048864206,NA
2093,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.96680683394273,NA
2094,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.70398129088183,NA
2095,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.17595818390449,NA
2096,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.57709547877312,NA
2097,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.70358741283417,NA
2098,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.82065496593714,NA
2099,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.41108623147011,NA
2006,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.38558228810628,NA
2007,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.06552092234294,NA
2008,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.25578594207764,NA
2009,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",1.36273441712062,NA
2010,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.36003991961479,NA
2011,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.17221168677012,NA
2012,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",1.83891881505648,NA
2013,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.03075145930052,NA
2014,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.65621974070867,NA
2015,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.03209616740545,NA
2016,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.22949943939845,NA
2017,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.36572123567263,NA
2018,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.17782406012217,NA
2019,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.75701300303141,NA
2020,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.13202148675919,NA
2021,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.40700681010882,NA
2022,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.42275136709213,NA
2023,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.08337783813477,NA
2024,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.28204407046239,NA
2025,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.26403899987539,NA
2026,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.77879828214645,NA
2027,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.44897564252218,NA
2028,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.55636010567347,NA
2029,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.7607117096583,NA
2030,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.40659626324972,NA
2031,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.49766530593236,NA
2032,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.26939046382904,NA
2033,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.30072186390559,NA
2034,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.8993058303992,NA
2035,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.73963532845179,NA
2036,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.61670380830765,NA
2037,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.73228760560354,NA
2038,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.69729143381119,NA
2039,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.21319117148717,NA
2040,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.63591643174489,NA
2041,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.29589019219081,NA
2042,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.18379537264506,NA
2043,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.89993271728357,NA
2044,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.00658275683721,NA
2045,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.18023131291072,NA
2046,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.2248619000117,NA
2047,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.14750252167384,NA
2048,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.40213750799497,NA
2049,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.13837424914042,NA
2050,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.71473257740339,NA
2051,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.06193629900614,NA
2052,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.17601422717174,NA
2053,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.2990026374658,NA
2054,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.34160465995471,NA
2055,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.00295109053453,NA
2056,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.40926764408747,NA
2057,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.51754500468572,NA
2058,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.63558388749758,NA
2059,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.7964553385973,NA
2060,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.36149203280608,NA
2061,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",2.82808019717534,NA
2062,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.10086802641551,NA
2063,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.222252368927,NA
2064,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.57533260186513,NA
2065,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.94147864977519,NA
2066,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.09768535693487,NA
2067,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.47181734442711,NA
2068,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.06407458583514,NA
2069,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.17606573303541,NA
2070,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.32413072387377,NA
2071,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.77205030123393,NA
2072,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.68605617185434,NA
2073,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.10891082882881,NA
2074,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.80386915057898,NA
2075,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.01175599296888,NA
2076,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.71455135941505,NA
2077,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.25391478836536,NA
2078,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.01809629797935,NA
2079,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.428496748209,NA
2080,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.09666831294696,NA
2081,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.92723223318656,NA
2082,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.64710983385642,NA
2083,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.01128932709495,NA
2084,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.89500001072884,NA
2085,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.23942970484495,NA
2086,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.78567557036877,NA
2087,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.28739083806674,NA
2088,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.28706550101439,NA
2089,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",5.15687863032023,NA
2090,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.71874841054281,NA
2091,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.81327532728513,NA
2092,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.59129347403844,NA
2093,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.61006392041842,NA
2094,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.23763692378998,NA
2095,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",3.6231561601162,NA
2096,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.05871606618166,NA
2097,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.61105685929457,NA
2098,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.18824460109075,NA
2099,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",5.06175795197487,NA
2100,"heatflux","r1i1p1","GFDL-ESM2G","esmrcp85",4.20301931848129,NA
2006,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",2.54833571612835,NA
2007,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.24431447188059,NA
2008,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.03920217603445,NA
2009,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",2.51044508814812,NA
2010,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.14591073989868,NA
2011,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.51191127300262,NA
2012,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",2.98683158804973,NA
2013,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.11796333392461,NA
2014,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.60115874310335,NA
2015,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",2.80379371841749,NA
2016,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.36017976204554,NA
2017,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.49205036958059,NA
2018,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.27836177001397,NA
2019,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",2.9923250079155,NA
2020,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.74843734502792,NA
2021,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.45374165475368,NA
2022,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.73354980101188,NA
2023,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.73574721813202,NA
2024,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.32636732856433,NA
2025,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.71433764696121,NA
2026,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.9949648976326,NA
2027,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.62601931889852,NA
2028,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.56005432208379,NA
2029,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.98013371725877,NA
2030,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.57211315569778,NA
2031,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.76692189772924,NA
2032,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",4.00235052903493,NA
2033,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.80181086063385,NA
2034,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",4.27051179607709,NA
2035,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.68606394032637,NA
2036,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",4.19050369411707,NA
2037,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",4.41389332214991,NA
2038,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",4.02068518598874,NA
2039,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",4.31556896368663,NA
2040,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",4.27740759650866,NA
2041,"heatflux","r1i1p1","MIROC-ESM","esmrcp85",3.95653109997511,NA
