"year","variable","ensemble","model","experiment","value"
1879,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.18833877642949
1880,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.24449181556702
1881,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.13105366627375
1882,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.97824642558893
1883,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.1635052661101
1884,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-0.840857108434041
1885,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",0.823369652032852
1886,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.74115284283956
1887,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.4821203549703
1888,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.34933632612228
1889,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.62470579147339
1890,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.15026263395945
1891,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.72809565098335
1892,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.83938934405645
1893,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.54273907343547
1894,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.97115325927734
1895,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.65554357568423
1896,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.61858200033506
1897,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.76356180508931
1898,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.9077049891154
1899,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.74166758855184
1900,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.06177999575933
1901,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.22284507751465
1902,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.35313922166824
1903,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.21529813607534
1904,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.64030462503433
1905,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.06525023281574
1906,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.94936279455821
1907,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.23262740174929
1908,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.36687271793683
1909,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.28056716918945
1910,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.13558844725291
1911,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.72293714682261
1912,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.14902075131734
1913,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.87713615099589
1914,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.29947169621785
1915,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.85339043537776
1916,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.18179132541021
1917,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.40095766385396
1918,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.01358912388484
1919,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.48541957139969
1920,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.20980451504389
1921,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.19390279923876
1922,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.4204299847285
1923,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.30699038505554
1924,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.99833225210508
1925,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.21720718483751
1926,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.43110501766205
1927,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.46795461326838
1928,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.06040525436401
1929,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.65194582939148
1930,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.30185203750928
1931,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.18828475475311
1932,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.08016964793205
1933,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.41092316806316
1934,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.1786818554004
1935,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.09158843755722
1936,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.186439037323
1937,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.77979745094975
1938,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.16226510206858
1939,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.25646076599757
1940,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.74687916040421
1941,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.23547153671583
1942,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.03141571581364
1943,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.30436907211939
1944,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.54105997085571
1945,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.44053952147563
1946,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.07653494675954
1947,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.40698314706484
1948,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.5539560119311
1949,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.55261708796024
1950,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.29330796996752
1951,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.52012800176938
1952,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.72915426890055
1953,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.11449651916822
1954,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.49153032898903
1955,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.60447683930397
1956,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.04194815456867
1957,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.2374975780646
1958,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.43703852097193
1959,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.7524446696043
1960,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.44154851635297
1961,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.40089492996534
1962,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.9258572657903
1963,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.44753777980804
1964,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",0.770325024922689
1965,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.98191990454992
1966,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.56276226043701
1967,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.81830875078837
1968,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.33103011051814
1969,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.80360102156798
1970,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.19086852669716
1971,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.03752718369166
1972,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.67193580667178
1973,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.22334207097689
1974,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.03502555688222
1975,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.7936230301857
1976,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.03530331452688
1977,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.47035537163417
1978,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.56427987416585
1979,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.57041527827581
1980,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.35197204351425
1981,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",3.18071596821149
1982,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.57003382841746
1983,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.29222432772319
1984,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.23816631486019
1985,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.94994775454203
1986,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.06032574176788
1987,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.37437405188878
1988,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.70894795159499
1989,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.39239958922068
1990,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.67990478531768
1991,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.74801210065683
1992,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",0.960798720518748
1993,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.93139769633611
1994,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.83904236555099
1995,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.24017421404521
1996,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.90284403165181
1997,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.77525142828623
1998,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.24806491533915
1999,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.63540311654409
2000,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.50202351808548
2001,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.80024378125866
2002,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",3.14997762441635
2003,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.73040968179703
2004,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.94598668317
2005,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.62491325537364
1850,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.45997803409894
1851,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.737074712912242
1852,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.654616634051005
1853,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.30936753625671
1854,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",-0.0779290397961934
1855,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.203162481387456
1856,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.51413217683633
1857,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.35478480656942
1858,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.42063477635384
1859,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.22367454568545
1860,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.26507288217545
1861,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.175078317523
1862,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.57414631545544
1863,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.24276141325633
1864,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.875814199447632
1865,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.785398403803507
1866,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.24739317595959
1867,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.705945392449697
1868,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.635511418183645
1869,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.975979313254356
1870,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.26833540201187
1871,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.00316203882297
1872,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.946670482556025
1873,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.30573864777883
1874,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.68327778577805
1875,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.38744856913884
1876,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.41456145048141
1877,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.833915740251541
1878,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.694969087839127
1879,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.334176242351532
1880,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.824500405540069
1881,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.770595153405642
1882,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.28078418473403
1883,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",-0.639676630496979
1884,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",-1.36470490694046
1885,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.22053804000219
1886,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.88624667127927
1887,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.49934499462446
1888,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.810844297210375
1889,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.41923112173875
1890,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.216536104679108
1891,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.646274427572886
1892,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.47839532295863
1893,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.35059176882108
1894,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.886932800213496
1895,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.86226330883801
1896,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.29904913157225
1897,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.917790790398916
1898,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.979560094575087
1899,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.12194214264552
1900,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.632682601610819
1901,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.45943846056859
1902,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.506047810117404
1903,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",-1.79896944761276
1904,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.169500192006429
1905,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.36786812543869
1906,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.62316393852234
1907,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.839875208834807
1908,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.30599057922761
1909,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.847928126653036
1910,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.12565029660861
1911,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.787878314654032
1912,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.787112111846606
1913,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.901813129583995
1914,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.825932968407869
1915,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.0675723105669
1916,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.80508412917455
1917,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.12267642219861
1918,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.05453370014826
1919,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.13733398914337
1920,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.4496430059274
1921,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.755430817604065
1922,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.51212485631307
1923,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.466583587229252
1924,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.37470101813475
1925,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.50541146596273
1926,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.28500328461329
1927,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.798275897900263
1928,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.51964006821315
1929,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.21965097387632
1930,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.40222892413537
1931,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.24630823731422
1932,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.14937961101532
1933,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.47248965998491
1934,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.970381826162338
1935,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.67325021823247
1936,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.38702812294165
1937,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.44118271271388
1938,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.81739302476247
1939,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.86616728703181
1940,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.43243816494942
1941,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.707320585846901
1942,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.554106861352921
1943,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.12542429566383
1944,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.62829389174779
1945,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.89214911063512
1946,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.37831042210261
1947,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.609227250019709
1948,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.80078507214785
1949,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.39985791842143
1950,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.474877238273621
1951,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.689026013016701
1952,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.10950781901677
1953,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.92211866130431
1954,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.43647422889868
1955,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.49442167580128
1956,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.42756778746843
1957,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.53382996718089
1958,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.48170592884223
1959,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.06672328710556
1960,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.21545735001564
1961,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.815009782711665
1962,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.58075995246569
1963,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",-0.743254999319712
1964,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.0678620139757792
1965,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.63005536794662
1966,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.73692576650258
1967,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.25308056672414
1968,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.800465181469917
1969,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.812043964862823
1970,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.85982674360275
1971,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.56966332097848
1972,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.62284338474274
1973,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.75513253609339
1974,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.36873417099317
1975,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.18581410249074
1976,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.2265929778417
1977,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.27521539231141
1978,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.87241113185883
1979,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.42358083277941
1980,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.80154688159625
1981,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.88394318024317
1982,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.844888915618261
1983,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.26032031079133
1984,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.4130830069383
1985,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.79989742239316
1986,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.2612329920133
1987,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.86595345288515
1988,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.76426345823954
1989,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.02532979846001
1990,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.31465274592241
1991,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.351748913526535
1992,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",0.731270660956701
1993,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.88065433502197
1994,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.68270994226138
1995,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.27084026734034
1996,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.97305053472519
1997,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.44578060011069
1998,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.73148892323176
1999,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.83262541890144
2000,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.74778278668722
2001,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.31620119636258
2002,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.12285393973192
2003,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.67863516012828
2004,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",1.40325213968754
2005,"heatflux","r1i1p1","NorESM1-ME","esmHistorical",2.01009175181389
2006,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.9374615252018
2007,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.71523169676463
2008,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.74435593684514
2009,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.71285092830658
2010,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.03681862850984
2011,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.68215850989024
2012,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.65266524751981
2013,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.61347575982412
2014,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.50998306274414
2015,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.05389431118965
2016,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.07721297442913
2017,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.82122790813446
2018,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.68569519122442
2019,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.14946266263723
2020,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.94005846977234
2021,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.12311514963706
2022,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.81565156579018
2023,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.00186101595561
2024,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.11636995648344
2025,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.84655660390854
2026,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.93616398175557
2027,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.07318164780736
2028,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.80209157864253
2029,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.6155860821406
2030,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.86720867951711
2031,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.57663555443287
2032,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.26202082633972
2033,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.35078484813372
2034,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",1.73184414704641
2035,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.07303129633268
2036,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.07513367633025
2037,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.39100740353266
2038,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.21721229950587
2039,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.56184687217077
2040,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.74376173814138
2041,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.12871867418289
2042,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.10593016942342
2043,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.57672708233198
2044,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.80732766787211
2045,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.06187113126119
2046,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.28014116485914
2047,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.75827134897312
2048,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.3876685500145
2049,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.40662078559399
2050,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.96130156020323
2051,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.53891647855441
2052,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.91618783275286
2053,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.70968493819237
2054,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.42591645320257
2055,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.79928893844287
2056,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.4752550025781
2057,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.36167073249817
2058,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.97023708124956
2059,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.92057939370473
2060,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.19561567902565
2061,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.35225130493442
2062,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.81216622392337
2063,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.88033856300171
2064,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.09888396660487
2065,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",3.01104245039945
2066,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.91437246402105
2067,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.95809511343638
2068,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.92127486069997
2069,"heatflux","r1i1p1","bcc-csm1-1","esmrcp85",2.61028118928274
