"year","value","variable","ensemble","model","experiment"
1950,0.139904990792274,"heatflux","r2i1p1","CanESM2","esmHistorical"
1951,1.15156686306,"heatflux","r2i1p1","CanESM2","esmHistorical"
1952,0.0952079147100449,"heatflux","r2i1p1","CanESM2","esmHistorical"
1953,-0.265005260705948,"heatflux","r2i1p1","CanESM2","esmHistorical"
1954,0.156684756278992,"heatflux","r2i1p1","CanESM2","esmHistorical"
1955,0.642825305461884,"heatflux","r2i1p1","CanESM2","esmHistorical"
1956,-0.16267703473568,"heatflux","r2i1p1","CanESM2","esmHistorical"
1957,0.0860947445034981,"heatflux","r2i1p1","CanESM2","esmHistorical"
1958,0.608047366142273,"heatflux","r2i1p1","CanESM2","esmHistorical"
1959,0.195730537176132,"heatflux","r2i1p1","CanESM2","esmHistorical"
1960,0.379161357879639,"heatflux","r2i1p1","CanESM2","esmHistorical"
1961,-0.67360383272171,"heatflux","r2i1p1","CanESM2","esmHistorical"
1962,0.0762332901358604,"heatflux","r2i1p1","CanESM2","esmHistorical"
1963,-1.20373868942261,"heatflux","r2i1p1","CanESM2","esmHistorical"
1964,-0.916234135627747,"heatflux","r2i1p1","CanESM2","esmHistorical"
1965,-0.011967602185905,"heatflux","r2i1p1","CanESM2","esmHistorical"
1966,-0.0696346014738083,"heatflux","r2i1p1","CanESM2","esmHistorical"
1967,-0.0166727006435394,"heatflux","r2i1p1","CanESM2","esmHistorical"
1968,-0.0602385699748993,"heatflux","r2i1p1","CanESM2","esmHistorical"
1969,-1.11231279373169,"heatflux","r2i1p1","CanESM2","esmHistorical"
1970,0.541976690292358,"heatflux","r2i1p1","CanESM2","esmHistorical"
1971,0.679966032505035,"heatflux","r2i1p1","CanESM2","esmHistorical"
1972,1.11238622665405,"heatflux","r2i1p1","CanESM2","esmHistorical"
1973,0.873684823513031,"heatflux","r2i1p1","CanESM2","esmHistorical"
1974,-0.391753882169724,"heatflux","r2i1p1","CanESM2","esmHistorical"
1975,-0.587355017662048,"heatflux","r2i1p1","CanESM2","esmHistorical"
1976,0.67014867067337,"heatflux","r2i1p1","CanESM2","esmHistorical"
1977,1.07050669193268,"heatflux","r2i1p1","CanESM2","esmHistorical"
1978,0.0687065422534943,"heatflux","r2i1p1","CanESM2","esmHistorical"
1979,1.08110809326172,"heatflux","r2i1p1","CanESM2","esmHistorical"
1980,1.09548556804657,"heatflux","r2i1p1","CanESM2","esmHistorical"
1981,-0.103992015123367,"heatflux","r2i1p1","CanESM2","esmHistorical"
1982,-0.795681416988373,"heatflux","r2i1p1","CanESM2","esmHistorical"
1983,0.501821339130402,"heatflux","r2i1p1","CanESM2","esmHistorical"
1984,0.439711093902588,"heatflux","r2i1p1","CanESM2","esmHistorical"
1985,0.8098104596138,"heatflux","r2i1p1","CanESM2","esmHistorical"
1986,1.14087569713593,"heatflux","r2i1p1","CanESM2","esmHistorical"
1987,1.27773022651672,"heatflux","r2i1p1","CanESM2","esmHistorical"
1988,0.0331121534109116,"heatflux","r2i1p1","CanESM2","esmHistorical"
1989,1.02571511268616,"heatflux","r2i1p1","CanESM2","esmHistorical"
1990,0.999094009399414,"heatflux","r2i1p1","CanESM2","esmHistorical"
1991,-0.28748893737793,"heatflux","r2i1p1","CanESM2","esmHistorical"
1992,-0.992727637290955,"heatflux","r2i1p1","CanESM2","esmHistorical"
1993,0.104407474398613,"heatflux","r2i1p1","CanESM2","esmHistorical"
1994,1.07833909988403,"heatflux","r2i1p1","CanESM2","esmHistorical"
1995,2.13142848014832,"heatflux","r2i1p1","CanESM2","esmHistorical"
1996,1.27200675010681,"heatflux","r2i1p1","CanESM2","esmHistorical"
1997,1.291588306427,"heatflux","r2i1p1","CanESM2","esmHistorical"
1998,1.89795064926147,"heatflux","r2i1p1","CanESM2","esmHistorical"
1999,1.46583294868469,"heatflux","r2i1p1","CanESM2","esmHistorical"
2000,1.0877149105072,"heatflux","r2i1p1","CanESM2","esmHistorical"
2001,0.532313168048859,"heatflux","r2i1p1","CanESM2","esmHistorical"
2002,2.18329286575317,"heatflux","r2i1p1","CanESM2","esmHistorical"
2003,2.08121562004089,"heatflux","r2i1p1","CanESM2","esmHistorical"
2004,0.833131015300751,"heatflux","r2i1p1","CanESM2","esmHistorical"
2005,0.606839954853058,"heatflux","r2i1p1","CanESM2","esmHistorical"
1850,2.04024624824524,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1851,2.46505165100098,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1852,1.510298371315,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1853,1.56911814212799,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1854,1.90553283691406,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1855,1.90379643440247,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1856,0.828817546367645,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1857,1.5161714553833,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1858,1.74049508571625,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1859,1.77780318260193,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1860,1.89020693302155,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1861,2.24506878852844,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1862,1.70808577537537,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1863,2.48069882392883,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1864,2.02105069160461,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1865,2.00933504104614,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1866,1.75776171684265,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1867,1.90172934532166,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1868,2.4864866733551,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1869,2.12927603721619,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1870,1.93121385574341,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1871,1.73818552494049,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1872,2.26538753509521,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1873,2.0508553981781,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1874,1.74067556858063,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1875,1.88987898826599,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1876,1.61002504825592,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1877,2.13591718673706,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1878,2.46420407295227,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1879,2.03837418556213,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1880,2.303542137146,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1881,2.43116784095764,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1882,2.12541341781616,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1883,1.20246481895447,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1884,-0.394530773162842,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1885,1.15863442420959,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1886,2.05558943748474,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1887,0.818270683288574,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1888,1.3979058265686,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1889,2.2480354309082,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1890,1.79246342182159,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1891,1.6167505979538,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1892,1.70880794525146,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1893,2.63309502601624,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1894,2.07269334793091,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1895,2.22278237342834,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1896,1.56032919883728,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1897,1.74943900108337,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1898,1.04105150699615,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1899,2.33898735046387,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1900,2.21002602577209,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1901,2.27065348625183,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1902,1.28159534931183,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1903,0.941363096237183,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1904,1.70737516880035,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1905,2.07427644729614,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1906,2.05422282218933,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1907,2.19748020172119,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1908,2.05506896972656,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1909,1.98797416687012,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1910,1.86038959026337,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1911,2.35541534423828,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1912,1.49805152416229,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1913,1.66076052188873,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1914,1.80253338813782,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1915,2.06971716880798,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1916,3.29874134063721,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1917,2.48459196090698,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1918,2.22920894622803,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1919,2.15145778656006,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1920,2.62216591835022,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1921,1.88182389736176,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1922,2.08978128433228,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1923,2.51284337043762,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1924,2.13375544548035,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1925,1.57871794700623,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1926,2.4310040473938,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1927,2.0725622177124,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1928,1.9823043346405,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1929,1.7494136095047,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1930,2.33160519599915,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1931,2.4863748550415,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1932,2.06249213218689,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1933,1.75502824783325,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1934,2.41362690925598,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1935,1.64275252819061,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1936,2.21574854850769,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1937,2.47418618202209,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1938,2.26017045974731,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1939,1.74197888374329,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1940,1.96854639053345,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1941,2.27587080001831,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1942,2.35556745529175,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1943,1.72915053367615,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1944,2.44699335098267,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1945,1.98410260677338,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1946,2.1266143321991,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1947,2.54860806465149,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1948,2.71582460403442,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1949,2.39875102043152,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1950,1.95109879970551,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1951,1.74377429485321,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1952,2.30347919464111,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1953,2.18451714515686,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1954,2.59188747406006,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1955,1.99028372764587,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1956,3.00411295890808,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1957,2.32322835922241,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1958,1.92834198474884,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1959,1.96568155288696,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1960,2.48615860939026,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1961,1.68816494941711,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1962,2.25530242919922,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1963,1.1840728521347,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1964,0.946747481822968,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1965,1.58589649200439,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1966,2.16809248924255,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1967,2.37986278533936,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1968,1.79280197620392,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1969,1.88292014598846,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1970,2.47037887573242,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1971,3.10498023033142,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1972,2.55949926376343,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1973,2.10761451721191,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1974,2.02286863327026,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1975,2.01150870323181,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1976,2.46911835670471,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1977,2.64281892776489,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1978,2.58328723907471,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1979,2.59048056602478,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1980,2.18238925933838,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1981,2.654052734375,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1982,1.48028111457825,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1983,1.82067728042603,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1984,1.95106279850006,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1985,2.38986396789551,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1986,3.02642107009888,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1987,3.09599637985229,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1988,1.92516481876373,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1989,3.01592373847961,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1990,2.33840823173523,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1991,1.9464099407196,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1992,0.682094395160675,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1993,2.24202990531921,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1994,2.83867263793945,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1995,2.37746572494507,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1996,3.07955026626587,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1997,2.99451041221619,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1998,3.26703310012817,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1999,3.39310598373413,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
2000,2.85458779335022,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
2001,2.69554805755615,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
2002,3.5375862121582,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
2003,3.28093910217285,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
2004,1.98095858097076,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
2005,2.49502873420715,"heatflux","r2i1p1","MIROC-ESM","esmHistorical"
1850,1.03372287750244,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1851,0.947863161563873,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1852,0.944925248622894,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1853,1.25938844680786,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1854,0.609625279903412,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1855,0.822741270065308,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1856,-0.0953740999102592,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1857,0.264591127634048,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1858,0.544648587703705,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1859,1.03294336795807,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1860,1.10026371479034,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1861,0.796327352523804,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1862,0.384421050548553,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1863,-0.0457290448248386,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1864,0.952821791172028,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1865,1.5152040719986,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1866,1.38152503967285,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1867,1.1197202205658,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1868,0.980044007301331,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1869,1.06399285793304,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1870,0.740849554538727,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1871,0.877161145210266,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1872,1.70643270015717,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1873,1.55434226989746,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1874,1.16322350502014,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1875,0.21512445807457,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1876,0.810813009738922,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1877,1.04460334777832,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1878,0.544180333614349,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1879,0.891159653663635,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1880,0.46708270907402,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1881,0.489443868398666,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1882,0.453488290309906,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1883,-0.276644498109818,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1884,-1.8745950460434,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1885,0.325712859630585,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1886,1.01851844787598,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1887,0.107150383293629,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1888,0.775396704673767,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1889,0.112580299377441,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1890,0.00365298357792199,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1891,0.458719611167908,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1892,0.54672908782959,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1893,1.33999025821686,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1894,1.28011476993561,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1895,0.827828228473663,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1896,0.186393782496452,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1897,1.10760772228241,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1898,0.428393930196762,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1899,0.960716784000397,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1900,1.27955961227417,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1901,1.20745444297791,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1902,0.816139698028564,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1903,-0.0928043946623802,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1904,0.59950852394104,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1905,1.29716372489929,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1906,1.52957940101624,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1907,1.27643656730652,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1908,1.05348384380341,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1909,1.59084820747375,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1910,1.74437880516052,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1911,1.67829430103302,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1912,0.432636260986328,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1913,0.390450477600098,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1914,0.475550442934036,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1915,1.17485976219177,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1916,1.00973761081696,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1917,0.595609724521637,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1918,1.56411182880402,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1919,0.963923513889313,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1920,0.0917188301682472,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1921,0.433851301670074,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1922,1.14176177978516,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1923,1.2931295633316,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1924,1.15384936332703,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1925,1.35277998447418,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1926,0.856282711029053,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1927,0.970724999904633,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1928,1.43605697154999,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1929,1.18153429031372,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1930,0.486158847808838,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1931,0.137003511190414,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1932,1.05869519710541,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1933,0.889572858810425,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1934,1.63541603088379,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1935,1.59495949745178,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1936,1.40529990196228,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1937,1.49063754081726,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1938,0.681693494319916,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1939,0.593596637248993,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1940,0.955425798892975,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1941,1.12416660785675,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1942,1.02419781684875,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1943,1.27990865707397,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1944,1.06320250034332,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1945,1.21363985538483,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1946,1.20545995235443,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1947,1.3724399805069,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1948,1.29555594921112,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1949,0.868441581726074,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1950,0.696665287017822,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1951,1.39957165718079,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1952,1.55224347114563,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1953,1.11985146999359,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1954,1.53658580780029,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1955,0.959367454051971,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1956,0.845996201038361,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1957,1.57129955291748,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1958,1.59628510475159,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1959,1.17668330669403,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1960,1.03159058094025,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1961,1.57571136951447,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1962,1.32814180850983,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1963,0.609143555164337,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1964,-0.251827150583267,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1965,0.724219024181366,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1966,1.35825622081757,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1967,1.36200940608978,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1968,0.689028382301331,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1969,0.990040361881256,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1970,1.68168520927429,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1971,1.10165238380432,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1972,1.16567802429199,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1973,1.80773282051086,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1974,1.69366455078125,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
1975,1.26033866405487,"heatflux","r2i1p1","MPI-ESM-LR","esmHistorical"
